Date,Date/Time,Ride,Zone,Wait Time,Visitor Count
2024-06-04,19,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,20.0,290
2024-06-04,19,Magic Potion Spin,Far Far Away,5.0,66
2024-06-04,19,Puss In Boots’ Giant Journey,Far Far Away,5.0,15
2024-06-04,19,Revenge of the Mummy,Ancient Egypt,5.0,150
2024-06-04,19,Sesame Street Spaghetti Space Chase,New York,5.0,42
2024-06-04,19,Shrek 4-D Adventure,Far Far Away,20.0,493
2024-06-04,19,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,5.0,45
2024-06-04,19,Treasure Hunters,Ancient Egypt,5.416666666666667,9
2024-06-05,10,Accelerator,Sci-Fi City,5.909090909090909,39
2024-06-05,10,Battlestar Galactica: CYLON,Sci-Fi City,11.818181818181818,582
2024-06-05,10,Battlestar Galactica: HUMAN,Sci-Fi City,30.90909090909091,1096
2024-06-05,10,Canopy Flyer,The Lost World,8.181818181818182,39
2024-06-05,10,Dino-Soarin,The Lost World,5.0,29
2024-06-05,10,Enchanted Airways,Far Far Away,5.0,45
2024-06-05,10,Jurassic Park Rapids Adventure,The Lost World,6.111111111111111,39
2024-06-05,10,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,20.0,261
2024-06-05,10,Magic Potion Spin,Far Far Away,5.0,60
2024-06-05,10,Puss In Boots’ Giant Journey,Far Far Away,5.0,78
2024-06-05,10,Revenge of the Mummy,Ancient Egypt,8.636363636363637,54
2024-06-05,10,Sesame Street Spaghetti Space Chase,New York,21.363636363636363,121
2024-06-05,10,Shrek 4-D Adventure,Far Far Away,20.0,414
2024-06-05,10,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,14.090909090909092,226
2024-06-05,10,Treasure Hunters,Ancient Egypt,15.454545454545455,87
2024-06-05,11,Accelerator,Sci-Fi City,19.166666666666668,133
2024-06-05,11,Battlestar Galactica: CYLON,Sci-Fi City,20.0,637
2024-06-05,11,Battlestar Galactica: HUMAN,Sci-Fi City,40.0,1543
2024-06-05,11,Canopy Flyer,The Lost World,16.666666666666668,114
2024-06-05,11,Dino-Soarin,The Lost World,5.0,93
2024-06-05,11,Enchanted Airways,Far Far Away,5.0,135
2024-06-05,11,Jurassic Park Rapids Adventure,The Lost World,22.5,315
2024-06-05,11,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,20.0,453
2024-06-05,11,Magic Potion Spin,Far Far Away,5.0,60
2024-06-05,11,Puss In Boots’ Giant Journey,Far Far Away,5.0,50
2024-06-05,11,Revenge of the Mummy,Ancient Egypt,15.0,498
2024-06-05,11,Sesame Street Spaghetti Space Chase,New York,46.666666666666664,774
2024-06-05,11,Shrek 4-D Adventure,Far Far Away,20.0,654
2024-06-05,11,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,51.0,2028
2024-06-05,11,Treasure Hunters,Ancient Egypt,30.0,268
2024-06-05,12,Accelerator,Sci-Fi City,15.454545454545455,151
2024-06-05,12,Battlestar Galactica: CYLON,Sci-Fi City,8.333333333333334,100
2024-06-05,12,Battlestar Galactica: HUMAN,Sci-Fi City,40.0,1524
2024-06-05,12,Canopy Flyer,The Lost World,30.0,72
2024-06-05,12,Dino-Soarin,The Lost World,15.0,276
2024-06-05,12,Enchanted Airways,Far Far Away,5.0,96
2024-06-05,12,Jurassic Park Rapids Adventure,The Lost World,34.54545454545455,879
2024-06-05,12,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,20.0,299
2024-06-05,12,Magic Potion Spin,Far Far Away,5.0,16
2024-06-05,12,Puss In Boots’ Giant Journey,Far Far Away,5.0,70
2024-06-05,12,Revenge of the Mummy,Ancient Egypt,19.09090909090909,672
2024-06-05,12,Sesame Street Spaghetti Space Chase,New York,21.818181818181817,248
2024-06-05,12,Shrek 4-D Adventure,Far Far Away,20.0,690
2024-06-05,12,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,3.6363636363636362,142
2024-06-05,12,Treasure Hunters,Ancient Egypt,36.36363636363637,942
2024-06-05,13,Accelerator,Sci-Fi City,10.909090909090908,276
2024-06-05,13,Battlestar Galactica: CYLON,Sci-Fi City,19.545454545454547,534
2024-06-05,13,Battlestar Galactica: HUMAN,Sci-Fi City,100.0,2418
2024-06-05,13,Canopy Flyer,The Lost World,32.72727272727273,1012
2024-06-05,13,Dino-Soarin,The Lost World,16.818181818181817,495
2024-06-05,13,Enchanted Airways,Far Far Away,5.0,72
2024-06-05,13,Jurassic Park Rapids Adventure,The Lost World,38.18181818181818,766
2024-06-05,13,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,20.0,128
2024-06-05,13,Magic Potion Spin,Far Far Away,5.0,57
2024-06-05,13,Puss In Boots’ Giant Journey,Far Far Away,7.2727272727272725,72
2024-06-05,13,Revenge of the Mummy,Ancient Egypt,20.0,556
2024-06-05,13,Sesame Street Spaghetti Space Chase,New York,28.181818181818183,253
2024-06-05,13,Shrek 4-D Adventure,Far Far Away,20.0,291
2024-06-05,13,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,20.0,165
2024-06-05,13,Treasure Hunters,Ancient Egypt,42.72727272727273,887
2024-06-05,14,Accelerator,Sci-Fi City,17.77777777777778,339
2024-06-05,14,Battlestar Galactica: CYLON,Sci-Fi City,20.0,514
2024-06-05,14,Battlestar Galactica: HUMAN,Sci-Fi City,91.11111111111111,3144
2024-06-05,14,Canopy Flyer,The Lost World,40.0,1026
2024-06-05,14,Dino-Soarin,The Lost World,31.666666666666668,1459
2024-06-05,14,Enchanted Airways,Far Far Away,8.333333333333334,67
2024-06-05,14,Jurassic Park Rapids Adventure,The Lost World,40.0,1141
2024-06-05,14,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,20.0,355
2024-06-05,14,Magic Potion Spin,Far Far Away,16.11111111111111,331
2024-06-05,14,Puss In Boots’ Giant Journey,Far Far Away,47.77777777777778,958
2024-06-05,14,Revenge of the Mummy,Ancient Egypt,20.0,418
2024-06-05,14,Sesame Street Spaghetti Space Chase,New York,24.444444444444443,324
2024-06-05,14,Shrek 4-D Adventure,Far Far Away,20.0,622
2024-06-05,14,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,16.666666666666668,696
2024-06-05,14,Treasure Hunters,Ancient Egypt,45.0,378
2024-06-05,15,Accelerator,Sci-Fi City,9.545454545454545,46
2024-06-05,15,Battlestar Galactica: CYLON,Sci-Fi City,20.0,361
2024-06-05,15,Battlestar Galactica: HUMAN,Sci-Fi City,61.81818181818182,4347
2024-06-05,15,Canopy Flyer,The Lost World,25.0,261
2024-06-05,15,Dino-Soarin,The Lost World,30.454545454545453,1173
2024-06-05,15,Enchanted Airways,Far Far Away,20.90909090909091,507
2024-06-05,15,Jurassic Park Rapids Adventure,The Lost World,30.90909090909091,614
2024-06-05,15,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,20.0,363
2024-06-05,15,Magic Potion Spin,Far Far Away,25.0,317
2024-06-05,15,Puss In Boots’ Giant Journey,Far Far Away,37.27272727272727,1425
2024-06-05,15,Revenge of the Mummy,Ancient Egypt,19.09090909090909,577
2024-06-05,15,Sesame Street Spaghetti Space Chase,New York,5.0,60
2024-06-05,15,Shrek 4-D Adventure,Far Far Away,20.0,588
2024-06-05,15,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,10.0,18
2024-06-05,15,Treasure Hunters,Ancient Egypt,44.09090909090909,436
2024-06-05,16,Accelerator,Sci-Fi City,5.0,35
2024-06-05,16,Battlestar Galactica: CYLON,Sci-Fi City,11.818181818181818,157
2024-06-05,16,Battlestar Galactica: HUMAN,Sci-Fi City,34.54545454545455,1959
2024-06-05,16,Canopy Flyer,The Lost World,37.72727272727273,1029
2024-06-05,16,Dino-Soarin,The Lost World,21.818181818181817,307
2024-06-05,16,Enchanted Airways,Far Far Away,24.09090909090909,726
2024-06-05,16,Jurassic Park Rapids Adventure,The Lost World,23.636363636363637,165
2024-06-05,16,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,20.0,470
2024-06-05,16,Magic Potion Spin,Far Far Away,25.0,328
2024-06-05,16,Puss In Boots’ Giant Journey,Far Far Away,40.0,1415
2024-06-05,16,Revenge of the Mummy,Ancient Egypt,10.0,70
2024-06-05,16,Sesame Street Spaghetti Space Chase,New York,5.0,53
2024-06-05,16,Shrek 4-D Adventure,Far Far Away,20.0,613
2024-06-05,16,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,7.2727272727272725,78
2024-06-05,16,Treasure Hunters,Ancient Egypt,30.0,223
2024-06-05,17,Accelerator,Sci-Fi City,0.9090909090909091,49
2024-06-05,17,Battlestar Galactica: CYLON,Sci-Fi City,7.2727272727272725,54
2024-06-05,17,Battlestar Galactica: HUMAN,Sci-Fi City,20.0,153
2024-06-05,17,Canopy Flyer,The Lost World,31.363636363636363,401
2024-06-05,17,Dino-Soarin,The Lost World,11.818181818181818,113
2024-06-05,17,Enchanted Airways,Far Far Away,14.545454545454545,690
2024-06-05,17,Jurassic Park Rapids Adventure,The Lost World,5.0,84
2024-06-05,17,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,20.0,251
2024-06-05,17,Magic Potion Spin,Far Far Away,23.181818181818183,143
2024-06-05,17,Puss In Boots’ Giant Journey,Far Far Away,17.272727272727273,374
2024-06-05,17,Revenge of the Mummy,Ancient Egypt,6.818181818181818,27
2024-06-05,17,Sesame Street Spaghetti Space Chase,New York,5.0,37
2024-06-05,17,Shrek 4-D Adventure,Far Far Away,20.0,597
2024-06-05,17,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,5.0,52
2024-06-05,17,Treasure Hunters,Ancient Egypt,20.454545454545453,86
2024-06-05,18,Accelerator,Sci-Fi City,0.0,7
2024-06-05,18,Battlestar Galactica: CYLON,Sci-Fi City,5.0,48
2024-06-05,18,Battlestar Galactica: HUMAN,Sci-Fi City,7.5,102
2024-06-05,18,Canopy Flyer,The Lost World,25.416666666666668,302
2024-06-05,18,Dino-Soarin,The Lost World,5.0,34
2024-06-05,18,Enchanted Airways,Far Far Away,5.0,15
2024-06-05,18,Jurassic Park Rapids Adventure,The Lost World,5.0,16
2024-06-05,18,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,20.0,418
2024-06-05,18,Magic Potion Spin,Far Far Away,5.0,64
2024-06-05,18,Puss In Boots’ Giant Journey,Far Far Away,10.0,45
2024-06-05,18,Revenge of the Mummy,Ancient Egypt,5.0,66
2024-06-05,18,Sesame Street Spaghetti Space Chase,New York,5.0,27
2024-06-05,18,Shrek 4-D Adventure,Far Far Away,20.0,580
2024-06-05,18,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,5.0,105
2024-06-05,18,Treasure Hunters,Ancient Egypt,16.666666666666668,287
2024-06-05,19,Accelerator,Sci-Fi City,0.0,34
2024-06-05,19,Battlestar Galactica: CYLON,Sci-Fi City,17.5,442
2024-06-05,19,Battlestar Galactica: HUMAN,Sci-Fi City,5.0,142
2024-06-05,19,Canopy Flyer,The Lost World,7.5,45
2024-06-05,19,Dino-Soarin,The Lost World,5.0,27
2024-06-05,19,Enchanted Airways,Far Far Away,5.0,31
2024-06-05,19,Jurassic Park Rapids Adventure,The Lost World,5.0,77
2024-06-05,19,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,20.0,307
2024-06-05,19,Magic Potion Spin,Far Far Away,5.0,25
2024-06-05,19,Puss In Boots’ Giant Journey,Far Far Away,10.0,61
2024-06-05,19,Revenge of the Mummy,Ancient Egypt,5.0,112
2024-06-05,19,Sesame Street Spaghetti Space Chase,New York,5.0,33
2024-06-05,19,Shrek 4-D Adventure,Far Far Away,20.0,381
2024-06-05,19,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,5.0,63
2024-06-05,19,Treasure Hunters,Ancient Egypt,10.0,63
2024-06-06,10,Accelerator,Sci-Fi City,0.0,34
2024-06-06,10,Battlestar Galactica: CYLON,Sci-Fi City,16.666666666666668,513
2024-06-06,10,Battlestar Galactica: HUMAN,Sci-Fi City,24.444444444444443,360
2024-06-06,10,Canopy Flyer,The Lost World,8.333333333333334,55
2024-06-06,10,Dino-Soarin,The Lost World,5.0,30
2024-06-06,10,Enchanted Airways,Far Far Away,5.0,90
2024-06-06,10,Jurassic Park Rapids Adventure,The Lost World,5.0,16
2024-06-06,10,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,20.0,211
2024-06-06,10,Magic Potion Spin,Far Far Away,5.0,59
2024-06-06,10,Puss In Boots’ Giant Journey,Far Far Away,5.0,66
2024-06-06,10,Revenge of the Mummy,Ancient Egypt,5.0,117
2024-06-06,10,Sesame Street Spaghetti Space Chase,New York,7.857142857142857,32
2024-06-06,10,Shrek 4-D Adventure,Far Far Away,20.0,421
2024-06-06,10,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,21.11111111111111,505
2024-06-06,10,Treasure Hunters,Ancient Egypt,13.75,150
2024-06-06,11,Accelerator,Sci-Fi City,15.416666666666666,221
2024-06-06,11,Battlestar Galactica: CYLON,Sci-Fi City,12.272727272727273,232
2024-06-06,11,Battlestar Galactica: HUMAN,Sci-Fi City,62.5,3145
2024-06-06,11,Canopy Flyer,The Lost World,20.833333333333332,88
2024-06-06,11,Dino-Soarin,The Lost World,5.0,15
2024-06-06,11,Enchanted Airways,Far Far Away,5.0,130
2024-06-06,11,Jurassic Park Rapids Adventure,The Lost World,8.333333333333334,91
2024-06-06,11,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,20.0,339
2024-06-06,11,Magic Potion Spin,Far Far Away,5.0,67
2024-06-06,11,Puss In Boots’ Giant Journey,Far Far Away,5.0,88
2024-06-06,11,Revenge of the Mummy,Ancient Egypt,15.416666666666666,151
2024-06-06,11,Sesame Street Spaghetti Space Chase,New York,47.5,786
2024-06-06,11,Shrek 4-D Adventure,Far Far Away,20.0,373
2024-06-06,11,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,57.5,1443
2024-06-06,11,Treasure Hunters,Ancient Egypt,21.666666666666668,183
2024-06-06,12,Accelerator,Sci-Fi City,12.727272727272727,163
2024-06-06,12,Battlestar Galactica: CYLON,Sci-Fi City,22.272727272727273,397
2024-06-06,12,Battlestar Galactica: HUMAN,Sci-Fi City,90.0,3064
2024-06-06,12,Canopy Flyer,The Lost World,30.90909090909091,723
2024-06-06,12,Dino-Soarin,The Lost World,8.181818181818182,49
2024-06-06,12,Enchanted Airways,Far Far Away,5.0,132
2024-06-06,12,Jurassic Park Rapids Adventure,The Lost World,31.0,637
2024-06-06,12,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,20.0,394
2024-06-06,12,Magic Potion Spin,Far Far Away,5.0,14
2024-06-06,12,Puss In Boots’ Giant Journey,Far Far Away,5.0,30
2024-06-06,12,Revenge of the Mummy,Ancient Egypt,49.09090909090909,1839
2024-06-06,12,Sesame Street Spaghetti Space Chase,New York,25.90909090909091,303
2024-06-06,12,Shrek 4-D Adventure,Far Far Away,20.0,220
2024-06-06,12,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,45.45454545454545,1516
2024-06-06,12,Treasure Hunters,Ancient Egypt,40.0,890
2024-06-06,13,Accelerator,Sci-Fi City,20.833333333333332,114
2024-06-06,13,Battlestar Galactica: CYLON,Sci-Fi City,10.0,126
2024-06-06,13,Battlestar Galactica: HUMAN,Sci-Fi City,90.0,3265
2024-06-06,13,Canopy Flyer,The Lost World,37.083333333333336,1026
2024-06-06,13,Dino-Soarin,The Lost World,13.75,137
2024-06-06,13,Enchanted Airways,Far Far Away,9.166666666666666,64
2024-06-06,13,Jurassic Park Rapids Adventure,The Lost World,40.0,1222
2024-06-06,13,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,20.0,204
2024-06-06,13,Magic Potion Spin,Far Far Away,5.0,54
2024-06-06,13,Puss In Boots’ Giant Journey,Far Far Away,15.833333333333334,436
2024-06-06,13,Revenge of the Mummy,Ancient Egypt,23.333333333333332,681
2024-06-06,13,Sesame Street Spaghetti Space Chase,New York,10.0,62
2024-06-06,13,Shrek 4-D Adventure,Far Far Away,20.0,384
2024-06-06,13,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,15.0,466
2024-06-06,13,Treasure Hunters,Ancient Egypt,37.5,816
2024-06-06,14,Accelerator,Sci-Fi City,11.666666666666666,193
2024-06-06,14,Battlestar Galactica: CYLON,Sci-Fi City,18.333333333333332,357
2024-06-06,14,Battlestar Galactica: HUMAN,Sci-Fi City,80.0,2766
2024-06-06,14,Canopy Flyer,The Lost World,42.5,739
2024-06-06,14,Dino-Soarin,The Lost World,27.916666666666668,237
2024-06-06,14,Enchanted Airways,Far Far Away,20.0,366
2024-06-06,14,Jurassic Park Rapids Adventure,The Lost World,55.0,1113
2024-06-06,14,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,20.0,278
2024-06-06,14,Magic Potion Spin,Far Far Away,5.0,14
2024-06-06,14,Puss In Boots’ Giant Journey,Far Far Away,51.666666666666664,805
2024-06-06,14,Revenge of the Mummy,Ancient Egypt,20.0,630
2024-06-06,14,Sesame Street Spaghetti Space Chase,New York,5.0,23
2024-06-06,14,Shrek 4-D Adventure,Far Far Away,20.0,558
2024-06-06,14,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,5.833333333333333,70
2024-06-06,14,Treasure Hunters,Ancient Egypt,60.0,709
2024-06-06,15,Accelerator,Sci-Fi City,18.636363636363637,326
2024-06-06,15,Battlestar Galactica: CYLON,Sci-Fi City,22.727272727272727,279
2024-06-06,15,Battlestar Galactica: HUMAN,Sci-Fi City,56.36363636363637,1740
2024-06-06,15,Canopy Flyer,The Lost World,44.54545454545455,672
2024-06-06,15,Dino-Soarin,The Lost World,30.0,469
2024-06-06,15,Enchanted Airways,Far Far Away,22.272727272727273,372
2024-06-06,15,Jurassic Park Rapids Adventure,The Lost World,30.90909090909091,858
2024-06-06,15,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,20.0,450
2024-06-06,15,Magic Potion Spin,Far Far Away,8.636363636363637,30
2024-06-06,15,Puss In Boots’ Giant Journey,Far Far Away,29.09090909090909,271
2024-06-06,15,Revenge of the Mummy,Ancient Egypt,15.454545454545455,316
2024-06-06,15,Sesame Street Spaghetti Space Chase,New York,7.7272727272727275,14
2024-06-06,15,Shrek 4-D Adventure,Far Far Away,20.0,576
2024-06-06,15,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,5.0,91
2024-06-06,15,Treasure Hunters,Ancient Egypt,50.90909090909091,955
2024-06-06,16,Accelerator,Sci-Fi City,5.0,48
2024-06-06,16,Battlestar Galactica: CYLON,Sci-Fi City,12.272727272727273,511
2024-06-06,16,Battlestar Galactica: HUMAN,Sci-Fi City,40.0,1927
2024-06-06,16,Canopy Flyer,The Lost World,45.0,540
2024-06-06,16,Dino-Soarin,The Lost World,45.0,1079
2024-06-06,16,Enchanted Airways,Far Far Away,20.454545454545453,420
2024-06-06,16,Jurassic Park Rapids Adventure,The Lost World,24.545454545454547,323
2024-06-06,16,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,20.0,224
2024-06-06,16,Magic Potion Spin,Far Far Away,15.0,275
2024-06-06,16,Puss In Boots’ Giant Journey,Far Far Away,41.36363636363637,1490
2024-06-06,16,Revenge of the Mummy,Ancient Egypt,11.363636363636363,228
2024-06-06,16,Sesame Street Spaghetti Space Chase,New York,5.0,49
2024-06-06,16,Shrek 4-D Adventure,Far Far Away,20.0,316
2024-06-06,16,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,5.0,99
2024-06-06,16,Treasure Hunters,Ancient Egypt,40.0,547
2024-06-06,17,Accelerator,Sci-Fi City,5.0,26
2024-06-06,17,Battlestar Galactica: CYLON,Sci-Fi City,5.0,54
2024-06-06,17,Battlestar Galactica: HUMAN,Sci-Fi City,15.833333333333334,717
2024-06-06,17,Canopy Flyer,The Lost World,34.583333333333336,447
2024-06-06,17,Dino-Soarin,The Lost World,31.25,594
2024-06-06,17,Enchanted Airways,Far Far Away,11.666666666666666,663
2024-06-06,17,Jurassic Park Rapids Adventure,The Lost World,7.5,80
2024-06-06,17,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,20.0,434
2024-06-06,17,Magic Potion Spin,Far Far Away,15.0,321
2024-06-06,17,Puss In Boots’ Giant Journey,Far Far Away,30.0,222
2024-06-06,17,Revenge of the Mummy,Ancient Egypt,4.166666666666667,49
2024-06-06,17,Sesame Street Spaghetti Space Chase,New York,5.0,55
2024-06-06,17,Shrek 4-D Adventure,Far Far Away,20.0,165
2024-06-06,17,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,5.0,106
2024-06-06,17,Treasure Hunters,Ancient Egypt,26.666666666666668,310
2024-06-06,18,Accelerator,Sci-Fi City,5.0,25
2024-06-06,18,Battlestar Galactica: CYLON,Sci-Fi City,5.0,150
2024-06-06,18,Battlestar Galactica: HUMAN,Sci-Fi City,10.0,60
2024-06-06,18,Canopy Flyer,The Lost World,18.75,106
2024-06-06,18,Dino-Soarin,The Lost World,11.666666666666666,345
2024-06-06,18,Enchanted Airways,Far Far Away,5.0,102
2024-06-06,18,Jurassic Park Rapids Adventure,The Lost World,5.0,54
2024-06-06,18,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,20.0,396
2024-06-06,18,Magic Potion Spin,Far Far Away,15.0,178
2024-06-06,18,Puss In Boots’ Giant Journey,Far Far Away,30.0,274
2024-06-06,18,Revenge of the Mummy,Ancient Egypt,5.0,148
2024-06-06,18,Sesame Street Spaghetti Space Chase,New York,5.0,37
2024-06-06,18,Shrek 4-D Adventure,Far Far Away,20.0,447
2024-06-06,18,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,5.0,34
2024-06-06,18,Treasure Hunters,Ancient Egypt,17.083333333333332,319
2024-06-06,19,Accelerator,Sci-Fi City,5.0,16
2024-06-06,19,Battlestar Galactica: CYLON,Sci-Fi City,5.0,28
2024-06-06,19,Battlestar Galactica: HUMAN,Sci-Fi City,10.0,72
2024-06-06,19,Canopy Flyer,The Lost World,8.333333333333334,9
2024-06-06,19,Dino-Soarin,The Lost World,5.0,12
2024-06-06,19,Enchanted Airways,Far Far Away,5.0,15
2024-06-06,19,Jurassic Park Rapids Adventure,The Lost World,5.0,56
2024-06-06,19,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,20.0,151
2024-06-06,19,Magic Potion Spin,Far Far Away,15.0,297
2024-06-06,19,Puss In Boots’ Giant Journey,Far Far Away,7.083333333333333,44
2024-06-06,19,Revenge of the Mummy,Ancient Egypt,1.6666666666666667,79
2024-06-06,19,Sesame Street Spaghetti Space Chase,New York,5.0,29
2024-06-06,19,Shrek 4-D Adventure,Far Far Away,20.0,709
2024-06-06,19,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,5.0,141
2024-06-06,19,Treasure Hunters,Ancient Egypt,5.0,54
2024-06-07,10,Accelerator,Sci-Fi City,5.0,38
2024-06-07,10,Battlestar Galactica: CYLON,Sci-Fi City,28.333333333333332,432
2024-06-07,10,Battlestar Galactica: HUMAN,Sci-Fi City,41.25,1266
2024-06-07,10,Canopy Flyer,The Lost World,12.083333333333334,284
2024-06-07,10,Dino-Soarin,The Lost World,6.666666666666667,99
2024-06-07,10,Enchanted Airways,Far Far Away,5.0,79
2024-06-07,10,Jurassic Park Rapids Adventure,The Lost World,7.916666666666667,48
2024-06-07,10,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,20.0,203
2024-06-07,10,Magic Potion Spin,Far Far Away,5.0,8
2024-06-07,10,Puss In Boots’ Giant Journey,Far Far Away,5.0,84
2024-06-07,10,Revenge of the Mummy,Ancient Egypt,23.333333333333332,196
2024-06-07,10,Sesame Street Spaghetti Space Chase,New York,55.0,828
2024-06-07,10,Shrek 4-D Adventure,Far Far Away,20.0,211
2024-06-07,10,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,0.5,150
2024-06-07,10,Treasure Hunters,Ancient Egypt,32.5,656
2024-06-07,11,Accelerator,Sci-Fi City,13.333333333333334,305
2024-06-07,11,Battlestar Galactica: CYLON,Sci-Fi City,71.66666666666667,3922
2024-06-07,11,Battlestar Galactica: HUMAN,Sci-Fi City,119.16666666666667,3784
2024-06-07,11,Canopy Flyer,The Lost World,36.666666666666664,1011
2024-06-07,11,Dino-Soarin,The Lost World,15.833333333333334,330
2024-06-07,11,Enchanted Airways,Far Far Away,11.666666666666666,478
2024-06-07,11,Jurassic Park Rapids Adventure,The Lost World,32.083333333333336,790
2024-06-07,11,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,28.333333333333332,139
2024-06-07,11,Magic Potion Spin,Far Far Away,7.5,14
2024-06-07,11,Puss In Boots’ Giant Journey,Far Far Away,12.5,345
2024-06-07,11,Revenge of the Mummy,Ancient Egypt,70.41666666666667,3178
2024-06-07,11,Sesame Street Spaghetti Space Chase,New York,78.33333333333333,1453
2024-06-07,11,Shrek 4-D Adventure,Far Far Away,20.0,394
2024-06-07,11,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,7.5,48
2024-06-07,11,Treasure Hunters,Ancient Egypt,50.0,604
2024-06-07,12,Accelerator,Sci-Fi City,10.0,23
2024-06-07,12,Battlestar Galactica: CYLON,Sci-Fi City,60.833333333333336,3573
2024-06-07,12,Battlestar Galactica: HUMAN,Sci-Fi City,110.0,4446
2024-06-07,12,Canopy Flyer,The Lost World,40.0,757
2024-06-07,12,Dino-Soarin,The Lost World,5.0,92
2024-06-07,12,Enchanted Airways,Far Far Away,13.75,303
2024-06-07,12,Jurassic Park Rapids Adventure,The Lost World,55.0,516
2024-06-07,12,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,20.0,249
2024-06-07,12,Magic Potion Spin,Far Far Away,15.0,205
2024-06-07,12,Puss In Boots’ Giant Journey,Far Far Away,38.333333333333336,1369
2024-06-07,12,Revenge of the Mummy,Ancient Egypt,78.33333333333333,2929
2024-06-07,12,Sesame Street Spaghetti Space Chase,New York,40.0,529
2024-06-07,12,Shrek 4-D Adventure,Far Far Away,20.0,721
2024-06-07,12,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,65.0,2466
2024-06-07,12,Treasure Hunters,Ancient Egypt,55.0,389
2024-06-07,13,Accelerator,Sci-Fi City,0.45454545454545453,38
2024-06-07,13,Battlestar Galactica: CYLON,Sci-Fi City,2.727272727272727,27
2024-06-07,13,Battlestar Galactica: HUMAN,Sci-Fi City,4.090909090909091,72
2024-06-07,13,Canopy Flyer,The Lost World,39.09090909090909,1017
2024-06-07,13,Dino-Soarin,The Lost World,6.363636363636363,44
2024-06-07,13,Enchanted Airways,Far Far Away,15.454545454545455,700
2024-06-07,13,Jurassic Park Rapids Adventure,The Lost World,0.45454545454545453,30
2024-06-07,13,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,20.0,450
2024-06-07,13,Magic Potion Spin,Far Far Away,15.454545454545455,329
2024-06-07,13,Puss In Boots’ Giant Journey,Far Far Away,48.18181818181818,569
2024-06-07,13,Revenge of the Mummy,Ancient Egypt,60.0,817
2024-06-07,13,Sesame Street Spaghetti Space Chase,New York,30.0,279
2024-06-07,13,Shrek 4-D Adventure,Far Far Away,23.636363636363637,520
2024-06-07,13,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,90.0,2781
2024-06-07,13,Treasure Hunters,Ancient Egypt,8.181818181818182,68
2024-06-07,14,Accelerator,Sci-Fi City,6.818181818181818,55
