Date,Date/Time,Ride,Zone,Wait Time,Visitor Count
2024-01-03,15,Battlestar Galactica: CYLON,Sci-Fi City,16.25,699
2024-01-03,15,Battlestar Galactica: HUMAN,Sci-Fi City,31.666666666666668,2068
2024-01-03,15,Canopy Flyer,The Lost World,23.75,163
2024-01-03,15,Dino-Soarin,The Lost World,22.916666666666668,117
2024-01-03,15,Enchanted Airways,Far Far Away,10.833333333333334,501
2024-01-03,15,Jurassic Park Rapids Adventure,The Lost World,27.5,120
2024-01-03,15,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,20.0,353
2024-01-03,15,Magic Potion Spin,Far Far Away,5.0,37
2024-01-03,15,Puss In Boots’ Giant Journey,Far Far Away,44.166666666666664,980
2024-01-03,15,Revenge of the Mummy,Ancient Egypt,7.916666666666667,96
2024-01-03,15,Sesame Street Spaghetti Space Chase,New York,5.0,47
2024-01-03,15,Shrek 4-D Adventure,Far Far Away,20.0,441
2024-01-03,15,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,10.0,106
2024-01-03,15,Treasure Hunters,Ancient Egypt,30.0,350
2024-01-03,16,Accelerator,Sci-Fi City,5.0,22
2024-01-03,16,Battlestar Galactica: CYLON,Sci-Fi City,19.166666666666668,223
2024-01-03,16,Battlestar Galactica: HUMAN,Sci-Fi City,15.0,610
2024-01-03,16,Canopy Flyer,The Lost World,38.333333333333336,564
2024-01-03,16,Dino-Soarin,The Lost World,20.0,221
2024-01-03,16,Enchanted Airways,Far Far Away,13.333333333333334,459
2024-01-03,16,Jurassic Park Rapids Adventure,The Lost World,10.0,76
2024-01-03,16,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,20.0,347
2024-01-03,16,Magic Potion Spin,Far Far Away,5.0,48
2024-01-03,16,Puss In Boots’ Giant Journey,Far Far Away,52.083333333333336,657
2024-01-03,16,Revenge of the Mummy,Ancient Egypt,5.0,79
2024-01-03,16,Sesame Street Spaghetti Space Chase,New York,5.0,35
2024-01-03,16,Shrek 4-D Adventure,Far Far Away,20.0,555
2024-01-03,16,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,5.833333333333333,24
2024-01-03,16,Treasure Hunters,Ancient Egypt,23.333333333333332,344
2024-01-03,17,Accelerator,Sci-Fi City,5.0,30
2024-01-03,17,Battlestar Galactica: CYLON,Sci-Fi City,29.166666666666668,442
2024-01-03,17,Battlestar Galactica: HUMAN,Sci-Fi City,15.833333333333334,576
2024-01-03,17,Canopy Flyer,The Lost World,30.0,133
2024-01-03,17,Dino-Soarin,The Lost World,12.916666666666666,314
2024-01-03,17,Enchanted Airways,Far Far Away,11.25,315
2024-01-03,17,Jurassic Park Rapids Adventure,The Lost World,10.0,61
2024-01-03,17,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,20.0,430
2024-01-03,17,Magic Potion Spin,Far Far Away,5.0,54
2024-01-03,17,Puss In Boots’ Giant Journey,Far Far Away,39.166666666666664,1386
2024-01-03,17,Revenge of the Mummy,Ancient Egypt,5.0,97
2024-01-03,17,Sesame Street Spaghetti Space Chase,New York,5.0,64
2024-01-03,17,Shrek 4-D Adventure,Far Far Away,20.0,459
2024-01-03,17,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,5.0,141
2024-01-03,17,Treasure Hunters,Ancient Egypt,20.0,163
2024-01-03,18,Accelerator,Sci-Fi City,5.0,46
2024-01-03,18,Battlestar Galactica: CYLON,Sci-Fi City,18.333333333333332,376
2024-01-03,18,Battlestar Galactica: HUMAN,Sci-Fi City,18.333333333333332,625
2024-01-03,18,Canopy Flyer,The Lost World,9.583333333333334,55
2024-01-03,18,Dino-Soarin,The Lost World,5.0,36
2024-01-03,18,Enchanted Airways,Far Far Away,5.833333333333333,138
2024-01-03,18,Jurassic Park Rapids Adventure,The Lost World,5.833333333333333,97
2024-01-03,18,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,20.0,164
2024-01-03,18,Magic Potion Spin,Far Far Away,5.0,38
2024-01-03,18,Puss In Boots’ Giant Journey,Far Far Away,13.333333333333334,381
2024-01-03,18,Revenge of the Mummy,Ancient Egypt,5.0,102
2024-01-03,18,Sesame Street Spaghetti Space Chase,New York,5.0,67
2024-01-03,18,Shrek 4-D Adventure,Far Far Away,20.0,603
2024-01-03,18,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,5.0,45
2024-01-03,18,Treasure Hunters,Ancient Egypt,10.0,10
2024-01-03,19,Accelerator,Sci-Fi City,0.0,46
2024-01-03,19,Battlestar Galactica: CYLON,Sci-Fi City,0.0,58
2024-01-03,19,Battlestar Galactica: HUMAN,Sci-Fi City,0.0,51
2024-01-03,19,Canopy Flyer,The Lost World,0.0,52
2024-01-03,19,Dino-Soarin,The Lost World,0.0,68
2024-01-03,19,Enchanted Airways,Far Far Away,0.0,139
2024-01-03,19,Jurassic Park Rapids Adventure,The Lost World,0.0,10
2024-01-03,19,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,0.0,38
2024-01-03,19,Magic Potion Spin,Far Far Away,0.0,65
2024-01-03,19,Puss In Boots’ Giant Journey,Far Far Away,0.0,32
2024-01-03,19,Revenge of the Mummy,Ancient Egypt,0.0,100
2024-01-03,19,Sesame Street Spaghetti Space Chase,New York,0.0,42
2024-01-03,19,Shrek 4-D Adventure,Far Far Away,0.0,96
2024-01-03,19,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,0.0,48
2024-01-03,19,Treasure Hunters,Ancient Egypt,0.0,66
2024-01-04,10,Accelerator,Sci-Fi City,5.0,12
2024-01-04,10,Battlestar Galactica: CYLON,Sci-Fi City,5.0,105
2024-01-04,10,Battlestar Galactica: HUMAN,Sci-Fi City,5.0,130
2024-01-04,10,Canopy Flyer,The Lost World,5.0,60
2024-01-04,10,Dino-Soarin,The Lost World,5.0,16
2024-01-04,10,Enchanted Airways,Far Far Away,5.0,117
2024-01-04,10,Jurassic Park Rapids Adventure,The Lost World,5.0,86
2024-01-04,10,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,20.0,414
2024-01-04,10,Magic Potion Spin,Far Far Away,5.0,19
2024-01-04,10,Puss In Boots’ Giant Journey,Far Far Away,5.0,36
2024-01-04,10,Revenge of the Mummy,Ancient Egypt,5.0,30
2024-01-04,10,Sesame Street Spaghetti Space Chase,New York,10.0,49
2024-01-04,10,Shrek 4-D Adventure,Far Far Away,20.0,198
2024-01-04,10,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,8.333333333333334,109
2024-01-04,10,Treasure Hunters,Ancient Egypt,5.0,11
2024-01-04,11,Accelerator,Sci-Fi City,5.0,56
2024-01-04,11,Battlestar Galactica: CYLON,Sci-Fi City,5.0,40
2024-01-04,11,Battlestar Galactica: HUMAN,Sci-Fi City,5.0,31
2024-01-04,11,Canopy Flyer,The Lost World,11.0,206
2024-01-04,11,Dino-Soarin,The Lost World,5.0,72
2024-01-04,11,Enchanted Airways,Far Far Away,5.0,138
2024-01-04,11,Jurassic Park Rapids Adventure,The Lost World,5.416666666666667,85
2024-01-04,11,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,20.0,345
2024-01-04,11,Magic Potion Spin,Far Far Away,5.0,49
2024-01-04,11,Puss In Boots’ Giant Journey,Far Far Away,5.0,26
2024-01-04,11,Revenge of the Mummy,Ancient Egypt,5.0,144
2024-01-04,11,Sesame Street Spaghetti Space Chase,New York,28.75,218
2024-01-04,11,Shrek 4-D Adventure,Far Far Away,20.0,375
2024-01-04,11,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,20.0,357
2024-01-04,11,Treasure Hunters,Ancient Egypt,5.0,11
2024-01-04,12,Accelerator,Sci-Fi City,5.0,17
2024-01-04,12,Battlestar Galactica: CYLON,Sci-Fi City,11.25,183
2024-01-04,12,Battlestar Galactica: HUMAN,Sci-Fi City,11.25,250
2024-01-04,12,Canopy Flyer,The Lost World,25.833333333333332,137
2024-01-04,12,Dino-Soarin,The Lost World,5.0,59
2024-01-04,12,Enchanted Airways,Far Far Away,5.0,22
2024-01-04,12,Jurassic Park Rapids Adventure,The Lost World,7.083333333333333,46
2024-01-04,12,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,20.0,112
2024-01-04,12,Magic Potion Spin,Far Far Away,5.0,53
2024-01-04,12,Puss In Boots’ Giant Journey,Far Far Away,16.25,438
2024-01-04,12,Revenge of the Mummy,Ancient Egypt,5.0,69
2024-01-04,12,Sesame Street Spaghetti Space Chase,New York,20.416666666666668,287
2024-01-04,12,Shrek 4-D Adventure,Far Far Away,20.0,151
2024-01-04,12,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,28.333333333333332,567
2024-01-04,12,Treasure Hunters,Ancient Egypt,5.0,14
2024-01-04,13,Accelerator,Sci-Fi City,5.0,37
2024-01-04,13,Battlestar Galactica: CYLON,Sci-Fi City,20.0,558
2024-01-04,13,Battlestar Galactica: HUMAN,Sci-Fi City,20.0,469
2024-01-04,13,Canopy Flyer,The Lost World,30.0,80
2024-01-04,13,Dino-Soarin,The Lost World,13.75,309
2024-01-04,13,Enchanted Airways,Far Far Away,5.0,111
2024-01-04,13,Jurassic Park Rapids Adventure,The Lost World,14.583333333333334,457
2024-01-04,13,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,20.0,405
2024-01-04,13,Magic Potion Spin,Far Far Away,5.0,33
2024-01-04,13,Puss In Boots’ Giant Journey,Far Far Away,18.333333333333332,398
2024-01-04,13,Revenge of the Mummy,Ancient Egypt,5.0,121
2024-01-04,13,Sesame Street Spaghetti Space Chase,New York,8.333333333333334,51
2024-01-04,13,Shrek 4-D Adventure,Far Far Away,20.0,229
2024-01-04,13,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,25.0,708
2024-01-04,13,Treasure Hunters,Ancient Egypt,5.0,59
2024-01-04,14,Accelerator,Sci-Fi City,5.0,9
2024-01-04,14,Battlestar Galactica: CYLON,Sci-Fi City,20.0,331
2024-01-04,14,Battlestar Galactica: HUMAN,Sci-Fi City,17.5,544
2024-01-04,14,Canopy Flyer,The Lost World,30.0,210
2024-01-04,14,Dino-Soarin,The Lost World,20.0,217
2024-01-04,14,Enchanted Airways,Far Far Away,5.0,115
2024-01-04,14,Jurassic Park Rapids Adventure,The Lost World,19.166666666666668,290
2024-01-04,14,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,20.0,104
2024-01-04,14,Magic Potion Spin,Far Far Away,5.0,70
2024-01-04,14,Puss In Boots’ Giant Journey,Far Far Away,34.166666666666664,884
2024-01-04,14,Revenge of the Mummy,Ancient Egypt,5.0,142
2024-01-04,14,Sesame Street Spaghetti Space Chase,New York,5.0,18
2024-01-04,14,Shrek 4-D Adventure,Far Far Away,20.0,537
2024-01-04,14,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,13.333333333333334,646
2024-01-04,14,Treasure Hunters,Ancient Egypt,5.0,63
2024-01-04,15,Accelerator,Sci-Fi City,5.0,46
2024-01-04,15,Battlestar Galactica: CYLON,Sci-Fi City,5.0,127
2024-01-04,15,Battlestar Galactica: HUMAN,Sci-Fi City,5.0,129
2024-01-04,15,Canopy Flyer,The Lost World,30.0,165
2024-01-04,15,Dino-Soarin,The Lost World,20.0,369
2024-01-04,15,Enchanted Airways,Far Far Away,5.0,121
2024-01-04,15,Jurassic Park Rapids Adventure,The Lost World,20.0,192
2024-01-04,15,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,20.0,327
2024-01-04,15,Magic Potion Spin,Far Far Away,5.0,55
2024-01-04,15,Puss In Boots’ Giant Journey,Far Far Away,30.416666666666668,669
2024-01-04,15,Revenge of the Mummy,Ancient Egypt,5.0,123
2024-01-04,15,Sesame Street Spaghetti Space Chase,New York,5.0,28
2024-01-04,15,Shrek 4-D Adventure,Far Far Away,20.0,544
2024-01-04,15,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,10.0,78
2024-01-04,15,Treasure Hunters,Ancient Egypt,5.0,66
2024-01-04,16,Accelerator,Sci-Fi City,5.0,33
2024-01-04,16,Battlestar Galactica: CYLON,Sci-Fi City,5.0,66
2024-01-04,16,Battlestar Galactica: HUMAN,Sci-Fi City,5.0,93
2024-01-04,16,Canopy Flyer,The Lost World,41.666666666666664,624
2024-01-04,16,Dino-Soarin,The Lost World,20.0,445
2024-01-04,16,Enchanted Airways,Far Far Away,11.666666666666666,315
2024-01-04,16,Jurassic Park Rapids Adventure,The Lost World,10.0,12
2024-01-04,16,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,20.0,215
2024-01-04,16,Magic Potion Spin,Far Far Away,5.0,8
2024-01-04,16,Puss In Boots’ Giant Journey,Far Far Away,29.583333333333332,319
2024-01-04,16,Revenge of the Mummy,Ancient Egypt,5.0,114
2024-01-04,16,Sesame Street Spaghetti Space Chase,New York,5.0,25
2024-01-04,16,Shrek 4-D Adventure,Far Far Away,20.0,400
2024-01-04,16,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,10.0,64
2024-01-04,16,Treasure Hunters,Ancient Egypt,5.0,42
2024-01-04,17,Accelerator,Sci-Fi City,5.0,16
2024-01-04,17,Battlestar Galactica: CYLON,Sci-Fi City,5.0,91
2024-01-04,17,Battlestar Galactica: HUMAN,Sci-Fi City,5.0,81
2024-01-04,17,Canopy Flyer,The Lost World,20.0,154
2024-01-04,17,Dino-Soarin,The Lost World,20.0,229
2024-01-04,17,Enchanted Airways,Far Far Away,15.0,720
2024-01-04,17,Jurassic Park Rapids Adventure,The Lost World,5.0,53
2024-01-04,17,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,20.0,315
2024-01-04,17,Magic Potion Spin,Far Far Away,5.0,11
2024-01-04,17,Puss In Boots’ Giant Journey,Far Far Away,28.333333333333332,318
2024-01-04,17,Revenge of the Mummy,Ancient Egypt,5.0,118
2024-01-04,17,Sesame Street Spaghetti Space Chase,New York,5.416666666666667,31
2024-01-04,17,Shrek 4-D Adventure,Far Far Away,20.0,435
2024-01-04,17,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,5.0,112
2024-01-04,17,Treasure Hunters,Ancient Egypt,5.0,53
2024-01-04,18,Accelerator,Sci-Fi City,5.0,66
2024-01-04,18,Battlestar Galactica: CYLON,Sci-Fi City,5.0,76
2024-01-04,18,Battlestar Galactica: HUMAN,Sci-Fi City,5.0,118
2024-01-04,18,Canopy Flyer,The Lost World,5.0,36
2024-01-04,18,Dino-Soarin,The Lost World,5.0,10
2024-01-04,18,Enchanted Airways,Far Far Away,11.666666666666666,433
2024-01-04,18,Jurassic Park Rapids Adventure,The Lost World,5.0,66
2024-01-04,18,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,20.0,342
2024-01-04,18,Magic Potion Spin,Far Far Away,5.0,45
2024-01-04,18,Puss In Boots’ Giant Journey,Far Far Away,6.666666666666667,66
2024-01-04,18,Revenge of the Mummy,Ancient Egypt,5.0,132
2024-01-04,18,Sesame Street Spaghetti Space Chase,New York,5.0,49
2024-01-04,18,Shrek 4-D Adventure,Far Far Away,20.0,243
2024-01-04,18,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,5.0,15
2024-01-04,18,Treasure Hunters,Ancient Egypt,5.0,44
2024-01-04,19,Accelerator,Sci-Fi City,0.0,51
2024-01-04,19,Battlestar Galactica: CYLON,Sci-Fi City,0.0,66
2024-01-04,19,Battlestar Galactica: HUMAN,Sci-Fi City,0.0,51
2024-01-04,19,Canopy Flyer,The Lost World,0.0,57
2024-01-04,19,Dino-Soarin,The Lost World,0.0,75
2024-01-04,19,Enchanted Airways,Far Far Away,0.0,135
2024-01-04,19,Jurassic Park Rapids Adventure,The Lost World,0.0,84
2024-01-04,19,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,0.0,67
2024-01-04,19,Magic Potion Spin,Far Far Away,0.0,38
2024-01-04,19,Puss In Boots’ Giant Journey,Far Far Away,0.0,51
2024-01-04,19,Revenge of the Mummy,Ancient Egypt,0.0,144
2024-01-04,19,Sesame Street Spaghetti Space Chase,New York,0.0,9
2024-01-04,19,Shrek 4-D Adventure,Far Far Away,0.0,129
2024-01-04,19,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,0.0,130
2024-01-04,19,Treasure Hunters,Ancient Egypt,0.0,25
2024-01-05,10,Accelerator,Sci-Fi City,5.0,22
2024-01-05,10,Battlestar Galactica: CYLON,Sci-Fi City,15.416666666666666,628
2024-01-05,10,Battlestar Galactica: HUMAN,Sci-Fi City,10.0,87
2024-01-05,10,Canopy Flyer,The Lost World,5.0,48
2024-01-05,10,Dino-Soarin,The Lost World,5.0,87
2024-01-05,10,Enchanted Airways,Far Far Away,5.0,127
2024-01-05,10,Jurassic Park Rapids Adventure,The Lost World,5.0,43
2024-01-05,10,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,20.0,338
2024-01-05,10,Magic Potion Spin,Far Far Away,5.0,67
2024-01-05,10,Puss In Boots’ Giant Journey,Far Far Away,5.0,100
2024-01-05,10,Revenge of the Mummy,Ancient Egypt,5.0,97
2024-01-05,10,Sesame Street Spaghetti Space Chase,New York,10.833333333333334,343
2024-01-05,10,Shrek 4-D Adventure,Far Far Away,20.0,612
2024-01-05,10,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,13.333333333333334,157
2024-01-05,10,Treasure Hunters,Ancient Egypt,14.166666666666666,249
2024-01-05,11,Accelerator,Sci-Fi City,5.0,66
2024-01-05,11,Battlestar Galactica: CYLON,Sci-Fi City,17.083333333333332,574
2024-01-05,11,Battlestar Galactica: HUMAN,Sci-Fi City,15.0,259
2024-01-05,11,Canopy Flyer,The Lost World,19.166666666666668,217
2024-01-05,11,Dino-Soarin,The Lost World,8.333333333333334,64
2024-01-05,11,Enchanted Airways,Far Far Away,6.666666666666667,15
2024-01-05,11,Jurassic Park Rapids Adventure,The Lost World,9.583333333333334,89
2024-01-05,11,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,20.0,278
2024-01-05,11,Magic Potion Spin,Far Far Away,5.0,27
2024-01-05,11,Puss In Boots’ Giant Journey,Far Far Away,5.0,88
2024-01-05,11,Revenge of the Mummy,Ancient Egypt,5.0,36
2024-01-05,11,Sesame Street Spaghetti Space Chase,New York,36.666666666666664,701
2024-01-05,11,Shrek 4-D Adventure,Far Far Away,20.0,361
2024-01-05,11,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,36.666666666666664,867
2024-01-05,11,Treasure Hunters,Ancient Egypt,30.0,179
2024-01-05,12,Accelerator,Sci-Fi City,5.0,7
2024-01-05,12,Battlestar Galactica: CYLON,Sci-Fi City,21.666666666666668,523
2024-01-05,12,Battlestar Galactica: HUMAN,Sci-Fi City,15.0,507
2024-01-05,12,Canopy Flyer,The Lost World,29.166666666666668,128
2024-01-05,12,Dino-Soarin,The Lost World,6.666666666666667,75
2024-01-05,12,Enchanted Airways,Far Far Away,10.0,136
2024-01-05,12,Jurassic Park Rapids Adventure,The Lost World,25.0,278
2024-01-05,12,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,20.0,176
2024-01-05,12,Magic Potion Spin,Far Far Away,5.0,17
2024-01-05,12,Puss In Boots’ Giant Journey,Far Far Away,30.0,366
2024-01-05,12,Revenge of the Mummy,Ancient Egypt,5.0,93
2024-01-05,12,Sesame Street Spaghetti Space Chase,New York,21.666666666666668,304
2024-01-05,12,Shrek 4-D Adventure,Far Far Away,20.0,438
2024-01-05,12,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,55.0,936
2024-01-05,12,Treasure Hunters,Ancient Egypt,30.0,258
2024-01-05,13,Accelerator,Sci-Fi City,5.0,26
2024-01-05,13,Battlestar Galactica: CYLON,Sci-Fi City,15.0,156
2024-01-05,13,Battlestar Galactica: HUMAN,Sci-Fi City,26.25,703
2024-01-05,13,Canopy Flyer,The Lost World,34.583333333333336,386
2024-01-05,13,Dino-Soarin,The Lost World,13.333333333333334,500
2024-01-05,13,Enchanted Airways,Far Far Away,10.0,93
2024-01-05,13,Jurassic Park Rapids Adventure,The Lost World,34.583333333333336,573
2024-01-05,13,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,20.0,351
2024-01-05,13,Magic Potion Spin,Far Far Away,5.0,67
2024-01-05,13,Puss In Boots’ Giant Journey,Far Far Away,30.0,306
2024-01-05,13,Revenge of the Mummy,Ancient Egypt,5.0,37
2024-01-05,13,Sesame Street Spaghetti Space Chase,New York,12.916666666666666,162
2024-01-05,13,Shrek 4-D Adventure,Far Far Away,20.0,387
2024-01-05,13,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,42.5,1908
2024-01-05,13,Treasure Hunters,Ancient Egypt,30.833333333333332,1025
2024-01-05,14,Accelerator,Sci-Fi City,11.25,291
2024-01-05,14,Battlestar Galactica: CYLON,Sci-Fi City,16.666666666666668,655
2024-01-05,14,Battlestar Galactica: HUMAN,Sci-Fi City,20.0,354
2024-01-05,14,Canopy Flyer,The Lost World,25.0,174
2024-01-05,14,Dino-Soarin,The Lost World,15.0,315
2024-01-05,14,Enchanted Airways,Far Far Away,15.0,262
2024-01-05,14,Jurassic Park Rapids Adventure,The Lost World,40.0,994
2024-01-05,14,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,20.0,163
2024-01-05,14,Magic Potion Spin,Far Far Away,5.0,49
2024-01-05,14,Puss In Boots’ Giant Journey,Far Far Away,53.333333333333336,1075
2024-01-05,14,Revenge of the Mummy,Ancient Egypt,21.666666666666668,307
2024-01-05,14,Sesame Street Spaghetti Space Chase,New York,15.0,189
2024-01-05,14,Shrek 4-D Adventure,Far Far Away,20.0,646
2024-01-05,14,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,20.0,210
2024-01-05,14,Treasure Hunters,Ancient Egypt,37.083333333333336,901
2024-01-05,15,Accelerator,Sci-Fi City,10.0,39
2024-01-05,15,Battlestar Galactica: CYLON,Sci-Fi City,6.666666666666667,96
2024-01-05,15,Battlestar Galactica: HUMAN,Sci-Fi City,6.111111111111111,115
2024-01-05,15,Canopy Flyer,The Lost World,31.666666666666668,550
2024-01-05,15,Dino-Soarin,The Lost World,15.0,438
2024-01-05,15,Enchanted Airways,Far Far Away,20.0,708
2024-01-05,15,Jurassic Park Rapids Adventure,The Lost World,37.5,825
2024-01-05,15,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,20.0,259
2024-01-05,15,Magic Potion Spin,Far Far Away,5.0,19
2024-01-05,15,Puss In Boots’ Giant Journey,Far Far Away,48.333333333333336,1325
2024-01-05,15,Revenge of the Mummy,Ancient Egypt,17.5,561
2024-01-05,15,Sesame Street Spaghetti Space Chase,New York,15.0,346
2024-01-05,15,Shrek 4-D Adventure,Far Far Away,20.0,307
2024-01-05,15,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,20.0,181
2024-01-05,15,Treasure Hunters,Ancient Egypt,44.0,578
2024-01-05,16,Accelerator,Sci-Fi City,6.25,32
2024-01-05,16,Battlestar Galactica: CYLON,Sci-Fi City,5.0,27
2024-01-05,16,Battlestar Galactica: HUMAN,Sci-Fi City,12.5,643
2024-01-05,16,Canopy Flyer,The Lost World,46.25,828
2024-01-05,16,Dino-Soarin,The Lost World,15.833333333333334,416
2024-01-05,16,Enchanted Airways,Far Far Away,12.5,285
2024-01-05,16,Jurassic Park Rapids Adventure,The Lost World,32.083333333333336,1321
2024-01-05,16,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,20.0,474
2024-01-05,16,Magic Potion Spin,Far Far Away,5.0,67
2024-01-05,16,Puss In Boots’ Giant Journey,Far Far Away,49.166666666666664,754
2024-01-05,16,Revenge of the Mummy,Ancient Egypt,5.0,94
2024-01-05,16,Sesame Street Spaghetti Space Chase,New York,15.0,350
2024-01-05,16,Shrek 4-D Adventure,Far Far Away,20.0,676
2024-01-05,16,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,6.25,31
2024-01-05,16,Treasure Hunters,Ancient Egypt,28.333333333333332,173
2024-01-05,17,Accelerator,Sci-Fi City,5.0,49
2024-01-05,17,Battlestar Galactica: CYLON,Sci-Fi City,13.75,274
2024-01-05,17,Battlestar Galactica: HUMAN,Sci-Fi City,10.0,76
2024-01-05,17,Canopy Flyer,The Lost World,29.583333333333332,304
2024-01-05,17,Dino-Soarin,The Lost World,12.5,298
2024-01-05,17,Enchanted Airways,Far Far Away,10.0,97
2024-01-05,17,Jurassic Park Rapids Adventure,The Lost World,12.083333333333334,142
